key_commands.thisRepN,key_commands.thisTrialN,key_commands.thisN,key_commands.thisIndex,Yes,No,thisRow.t,notes,intro.started,intro_text.started,intro_resp.started,intro.stopped,participant,group,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.10838459999649785,,0.10289290000218898,0.10838459999649785,0.10838459999649785,6.063121400016826,,,,,,,,,
