key_commands.thisRepN,key_commands.thisTrialN,key_commands.thisN,key_commands.thisIndex,Yes,No,task_order.thisRepN,task_order.thisTrialN,task_order.thisN,task_order.thisIndex,Task,thisRow.t,notes,intro.started,intro_text.started,intro_resp.started,intro.stopped,participant,group,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,0.08720999999786727,,0.0655718999914825,0.08720999999786727,0.08720999999786727,1.6197081999853253,,,,,,,,,
