Label,Target,Shape,CorrectAnswer,n,ITI_text.started_mean,ITI_text.started_raw,,ITI_text.started_std,ITI_text.stopped_raw,,practice_feedback_text.started_mean,practice_feedback_text.started_raw,,practice_feedback_text.started_std,practice_feedback_text.stopped_raw,,practice_resp.corr_mean,practice_resp.corr_raw,,practice_resp.corr_std,practice_resp.keys_raw,,practice_resp.rt_mean,practice_resp.rt_raw,,practice_resp.rt_std,practice_resp.started_mean,practice_resp.started_raw,,practice_resp.started_std,practice_resp.stopped_raw,,practice_target_label.started_mean,practice_target_label.started_raw,,practice_target_label.started_std,practice_target_label.stopped_mean,practice_target_label.stopped_raw,,practice_target_label.stopped_std,practice_target_label_valence.started_mean,practice_target_label_valence.started_raw,,practice_target_label_valence.started_std,practice_target_label_valence.stopped_mean,practice_target_label_valence.stopped_raw,,practice_target_label_valence.stopped_std,practice_target_plus.started_mean,practice_target_plus.started_raw,,practice_target_plus.started_std,practice_target_plus.stopped_mean,practice_target_plus.stopped_raw,,practice_target_plus.stopped_std,practice_target_shape.started_mean,practice_target_shape.started_raw,,practice_target_shape.started_std,practice_target_shape.stopped_mean,practice_target_shape.stopped_raw,,practice_target_shape.stopped_std,order,
earth,earth,Earth,Yes,2.0,46.320228576660156,31.786169052124023, 60.854286193847656,20.55426274723775,, ,46.956939697265625,32.28886032104492, 61.62501907348633,20.743796787816407,, ,0.0,0.0, 0.0,0.0,, ,,, ,,44.82487106323242,30.28657341003418, 59.36316680908203,20.56025636627079,, ,44.82487106323242,30.28657341003418, 59.36316680908203,20.56025636627079,44.97284698486328,30.434934616088867, 59.51075744628906,20.55971149181324,44.82487106323242,30.28657341003418, 59.36316680908203,20.56025636627079,44.97284698486328,30.434934616088867, 59.51075744628906,20.55971149181324,44.82487106323242,30.28657341003418, 59.36316680908203,20.56025636627079,44.97284698486328,30.434934616088867, 59.51075744628906,20.55971149181324,44.82487106323242,30.28657341003418, 59.36316680908203,20.56025636627079,44.97284698486328,30.434934616088867, 59.51075744628906,20.55971149181324,3.0, 17.0
air,air,Air,Yes,2.0,53.89337158203125,41.996578216552734, 65.79016876220703,16.824609223608498,, ,54.50266647338867,42.616615295410156, 66.38871765136719,16.80941477895792,, ,0.5,0.0, 1.0,0.7071067811865476,'m', 'n',1.1217317581176758,0.9722932577133179, 1.2711702585220337,0.2113379540125402,52.756839752197266,41.00892639160156, 64.50475311279297,16.61405840413853,, ,52.756839752197266,41.00892639160156, 64.50475311279297,16.61405840413853,52.90311050415039,41.15385437011719, 64.6523666381836,16.615957372545036,52.756839752197266,41.00892639160156, 64.50475311279297,16.61405840413853,52.90311050415039,41.15385437011719, 64.6523666381836,16.615957372545036,52.756839752197266,41.00892639160156, 64.50475311279297,16.61405840413853,52.90311050415039,41.15385437011719, 64.6523666381836,16.615957372545036,52.756839752197266,41.00892639160156, 64.50475311279297,16.61405840413853,52.90311050415039,41.15385437011719, 64.6523666381836,16.615957372545036,8.0, 19.0

extraInfo
participant,2
group,B
session,02
date,2022-12-06_10h53.40.329
expName,AssociativeLearning_v2
psychopyVersion,2022.1.4
frameRate,None
﻿Label,Target,Shape,CorrectAnswer,n,ITI_text.started_mean,ITI_text.started_raw,,ITI_text.started_std,ITI_text.stopped_raw,,practice_feedback_text.started_mean,practice_feedback_text.started_raw,,practice_feedback_text.started_std,practice_feedback_text.stopped_raw,,practice_resp.corr_mean,practice_resp.corr_raw,,practice_resp.corr_std,practice_resp.keys_raw,,practice_resp.rt_mean,practice_resp.rt_raw,,practice_resp.rt_std,practice_resp.started_mean,practice_resp.started_raw,,practice_resp.started_std,practice_resp.stopped_raw,,practice_target_label.started_mean,practice_target_label.started_raw,,practice_target_label.started_std,practice_target_label.stopped_mean,practice_target_label.stopped_raw,,practice_target_label.stopped_std,practice_target_label_valence.started_mean,practice_target_label_valence.started_raw,,practice_target_label_valence.started_std,practice_target_label_valence.stopped_mean,practice_target_label_valence.stopped_raw,,practice_target_label_valence.stopped_std,practice_target_plus.started_mean,practice_target_plus.started_raw,,practice_target_plus.started_std,practice_target_plus.stopped_mean,practice_target_plus.stopped_raw,,practice_target_plus.stopped_std,practice_target_shape.started_mean,practice_target_shape.started_raw,,practice_target_shape.started_std,practice_target_shape.stopped_mean,practice_target_shape.stopped_raw,,practice_target_shape.stopped_std,order,
Happy,Happy,Happy,Yes,2.0,818.6854248046875,795.90625, 841.4646606445312,32.21466110685835,, ,819.3981323242188,796.6626586914062, 842.1336059570312,32.152815158499344,, ,0.5,0.0, 1.0,0.7071067811865476,, 'n',1.2365124225616455,, 1.2365124225616455,0.0,817.3106689453125,794.4074096679688, 840.2138671875,32.390056734222824,, ,817.3106689453125,794.4074096679688, 840.2138671875,32.390056734222824,817.55712890625,794.6541137695312, 840.460205078125,32.38979778398557,817.3106689453125,794.4074096679688, 840.2138671875,32.390056734222824,817.55712890625,794.6541137695312, 840.460205078125,32.38979778398557,817.3106689453125,794.4074096679688, 840.2138671875,32.390056734222824,817.55712890625,794.6541137695312, 840.460205078125,32.38979778398557,817.3106689453125,794.4074096679688, 840.2138671875,32.390056734222824,817.55712890625,794.6541137695312, 840.460205078125,32.38979778398557,1.0, 19.0
Happy,Neutral,Neutral,No,2.0,820.2642822265625,803.5845947265625, 836.9439086914062,23.58859712031159,, ,820.982421875,804.4746704101562, 837.4901733398438,23.34548600586636,, ,0.5,1.0, 0.0,0.7071067811865476,'m', ,1.3731703758239746,1.3731703758239746, ,0.0,818.8241577148438,802.19921875, 835.4490966796875,23.511214157706956,, ,818.8241577148438,802.19921875, 835.4490966796875,23.511214157706956,819.070556640625,802.4450073242188, 835.696044921875,23.512034166831196,818.8241577148438,802.19921875, 835.4490966796875,23.511214157706956,819.070556640625,802.4450073242188, 835.696044921875,23.512034166831196,818.8241577148438,802.19921875, 835.4490966796875,23.511214157706956,819.070556640625,802.4450073242188, 835.696044921875,23.512034166831196,818.8241577148438,802.19921875, 835.4490966796875,23.511214157706956,819.070556640625,802.4450073242188, 835.696044921875,23.512034166831196,4.0, 17.0
Happy,Sad,Sad,No,2.0,821.17041015625,798.2199096679688, 844.1209716796875,32.45695221217925,, ,821.883544921875,798.9171142578125, 844.8500366210938,32.47948088282006,, ,0.0,0.0, 0.0,0.0,'n', ,1.031248927116394,1.031248927116394, ,0.0,819.902587890625,797.1756591796875, 842.6295166015625,32.1407308140943,, ,819.902587890625,797.1756591796875, 842.6295166015625,32.1407308140943,820.14453125,797.415771484375, 842.8733520507812,32.14336347486866,819.902587890625,797.1756591796875, 842.6295166015625,32.1407308140943,820.14453125,797.415771484375, 842.8733520507812,32.14336347486866,819.902587890625,797.1756591796875, 842.6295166015625,32.1407308140943,820.14453125,797.415771484375, 842.8733520507812,32.14336347486866,819.902587890625,797.1756591796875, 842.6295166015625,32.1407308140943,820.14453125,797.415771484375, 842.8733520507812,32.14336347486866,2.0, 20.0
Neutral,Neutral,Neutral,Yes,2.0,820.793701171875,816.935546875, 824.6519165039062,5.456297290912221,, ,821.4290771484375,817.4583129882812, 825.3997802734375,5.615465370070956,, ,0.0,0.0, 0.0,0.0,, ,,, ,,819.2960815429688,815.4424438476562, 823.1497192382812,5.449866693183135,, ,819.2960815429688,815.4424438476562, 823.1497192382812,5.449866693183135,819.5394897460938,815.6819458007812, 823.3970336914062,5.455390964911155,819.2960815429688,815.4424438476562, 823.1497192382812,5.449866693183135,819.5394897460938,815.6819458007812, 823.3970336914062,5.455390964911155,819.2960815429688,815.4424438476562, 823.1497192382812,5.449866693183135,819.5394897460938,815.6819458007812, 823.3970336914062,5.455390964911155,819.2960815429688,815.4424438476562, 823.1497192382812,5.449866693183135,819.5394897460938,815.6819458007812, 823.3970336914062,5.455390964911155,9.0, 12.0
Neutral,Happy,Happy,No,2.0,818.1177978515625,806.479736328125, 829.7557983398438,16.45866128786151,, ,818.8206787109375,807.2701416015625, 830.3711547851562,16.33488307445599,, ,0.0,0.0, 0.0,0.0,, ,,, ,,816.6181640625,804.9827880859375, 828.2535400390625,16.454906509364783,, ,816.6181640625,804.9827880859375, 828.2535400390625,16.454906509364783,816.8619995117188,805.2257080078125, 828.498291015625,16.456201260551037,816.6181640625,804.9827880859375, 828.2535400390625,16.454906509364783,816.8619995117188,805.2257080078125, 828.498291015625,16.456201260551037,816.6181640625,804.9827880859375, 828.2535400390625,16.454906509364783,816.8619995117188,805.2257080078125, 828.498291015625,16.456201260551037,816.6181640625,804.9827880859375, 828.2535400390625,16.454906509364783,816.8619995117188,805.2257080078125, 828.498291015625,16.456201260551037,5.0, 14.0
Neutral,Sad,Sad,No,2.0,824.5787353515625,822.0234985351562, 827.134033203125,3.6136937194673653,, ,825.20703125,822.6565551757812, 827.7574462890625,3.6068746965535774,, ,0.5,0.0, 1.0,0.7071067811865476,'n', 'm',1.2417351007461548,1.2567353248596191, 1.2267348766326904,0.021213520379897228,823.323486328125,820.7506103515625, 825.8963012695312,3.638552942241694,, ,823.323486328125,820.7506103515625, 825.8963012695312,3.638552942241694,823.5653686523438,820.990234375, 826.1405029296875,3.6417898199513705,823.323486328125,820.7506103515625, 825.8963012695312,3.638552942241694,823.5653686523438,820.990234375, 826.1405029296875,3.6417898199513705,823.323486328125,820.7506103515625, 825.8963012695312,3.638552942241694,823.5653686523438,820.990234375, 826.1405029296875,3.6417898199513705,823.323486328125,820.7506103515625, 825.8963012695312,3.638552942241694,823.5653686523438,820.990234375, 826.1405029296875,3.6417898199513705,11.0, 13.0
Sad,Sad,Sad,Yes,2.0,826.2181396484375,800.9151611328125, 851.5210571289062,35.78377222688507,, ,826.85302734375,801.69189453125, 852.0140991210938,35.5831721097615,, ,0.0,0.0, 0.0,0.0,, ,,, ,,824.7234497070312,799.421142578125, 850.0257568359375,35.78286590102867,, ,824.7234497070312,799.421142578125, 850.0257568359375,35.78286590102867,824.9652709960938,799.6644287109375, 850.26611328125,35.78079429913066,824.7234497070312,799.421142578125, 850.0257568359375,35.78286590102867,824.9652709960938,799.6644287109375, 850.26611328125,35.78079429913066,824.7234497070312,799.421142578125, 850.0257568359375,35.78286590102867,824.9652709960938,799.6644287109375, 850.26611328125,35.78079429913066,824.7234497070312,799.421142578125, 850.0257568359375,35.78286590102867,824.9652709960938,799.6644287109375, 850.26611328125,35.78079429913066,3.0, 23.0
Sad,Happy,Happy,No,2.0,819.7252197265625,793.2742309570312, 846.17626953125,37.40739021444729,, ,820.453369140625,793.8980712890625, 847.0086669921875,37.5548623745368,, ,0.0,0.0, 0.0,0.0,, 'n',0.818927526473999,, 0.818927526473999,0.0,818.5628051757812,791.7806396484375, 845.344970703125,37.87570171849071,, ,818.5628051757812,791.7806396484375, 845.344970703125,37.87570171849071,818.8065795898438,792.0302734375, 845.5828857421875,37.86741531089868,818.5628051757812,791.7806396484375, 845.344970703125,37.87570171849071,818.8065795898438,792.0302734375, 845.5828857421875,37.86741531089868,818.5628051757812,791.7806396484375, 845.344970703125,37.87570171849071,818.8065795898438,792.0302734375, 845.5828857421875,37.86741531089868,818.5628051757812,791.7806396484375, 845.344970703125,37.87570171849071,818.8065795898438,792.0302734375, 845.5828857421875,37.86741531089868,0.0, 21.0
Sad,Neutral,Neutral,No,2.0,821.5535278320312,808.732177734375, 834.3748779296875,18.132127196039075,, ,822.2122192382812,809.479248046875, 834.9451904296875,18.007140548192627,, ,0.5,1.0, 0.0,0.7071067811865476,'m', 'n',1.1186108589172363,0.9431715607643127, 1.2940500974655151,0.24810859267423668,820.415283203125,807.7725830078125, 833.0579223632812,17.87943492290713,, ,820.415283203125,807.7725830078125, 833.0579223632812,17.87943492290713,820.66162109375,808.0182495117188, 833.3049926757812,17.88042756543117,820.415283203125,807.7725830078125, 833.0579223632812,17.87943492290713,820.66162109375,808.0182495117188, 833.3049926757812,17.88042756543117,820.415283203125,807.7725830078125, 833.0579223632812,17.87943492290713,820.66162109375,808.0182495117188, 833.3049926757812,17.88042756543117,820.415283203125,807.7725830078125, 833.0579223632812,17.87943492290713,820.66162109375,808.0182495117188, 833.3049926757812,17.88042756543117,6.0, 16.0
Happy,Happy,Happy,Yes,2.0,834.051513671875,819.4464721679688, 848.6565551757812,20.654647773846165,, ,834.8956298828125,820.2589721679688, 849.5322265625,20.699316689816943,, ,0.5,0.0, 1.0,0.7071067811865476,, 'n',1.1339643001556396,, 1.1339643001556396,0.0,832.7310180664062,817.9555053710938, 847.5065307617188,20.895730444726784,, ,832.7310180664062,817.9555053710938, 847.5065307617188,20.895730444726784,832.975830078125,818.1987915039062, 847.7529296875,20.89793152178798,832.7310180664062,817.9555053710938, 847.5065307617188,20.895730444726784,832.975830078125,818.1987915039062, 847.7529296875,20.89793152178798,832.7310180664062,817.9555053710938, 847.5065307617188,20.895730444726784,832.975830078125,818.1987915039062, 847.7529296875,20.89793152178798,832.7310180664062,817.9555053710938, 847.5065307617188,20.895730444726784,832.975830078125,818.1987915039062, 847.7529296875,20.89793152178798,10.0, 22.0
Neutral,Neutral,Neutral,Yes,2.0,821.7315063476562,811.4586791992188, 832.0043334960938,14.527971477234841,, ,822.43212890625,812.3043212890625, 832.5598754882812,14.322839731024253,, ,0.0,0.0, 0.0,0.0,'m', 'm',1.2932274341583252,1.4659162759780884, 1.1205384731292725,0.24421898646572282,820.4268798828125,809.98193359375, 830.8717651367188,14.771341541940894,, ,820.4268798828125,809.98193359375, 830.8717651367188,14.771341541940894,820.6729736328125,810.230224609375, 831.11572265625,14.768277297403708,820.4268798828125,809.98193359375, 830.8717651367188,14.771341541940894,820.6729736328125,810.230224609375, 831.11572265625,14.768277297403708,820.4268798828125,809.98193359375, 830.8717651367188,14.771341541940894,820.6729736328125,810.230224609375, 831.11572265625,14.768277297403708,820.4268798828125,809.98193359375, 830.8717651367188,14.771341541940894,820.6729736328125,810.230224609375, 831.11572265625,14.768277297403708,7.0, 15.0
Sad,Sad,Sad,Yes,2.0,826.5230712890625,814.132080078125, 838.9140014648438,17.523464663433906,, ,827.3309326171875,814.94921875, 839.7127075195312,17.510430834825648,, ,1.0,1.0, 1.0,0.0,'n', 'n',1.1136270761489868,1.3123204708099365, 0.9149336814880371,0.280994893483465,825.3939208984375,812.8049926757812, 837.98291015625,17.803476186647078,, ,825.3939208984375,812.8049926757812, 837.98291015625,17.803476186647078,825.63671875,813.0481567382812, 838.225341796875,17.80295828617258,825.3939208984375,812.8049926757812, 837.98291015625,17.803476186647078,825.63671875,813.0481567382812, 838.225341796875,17.80295828617258,825.3939208984375,812.8049926757812, 837.98291015625,17.803476186647078,825.63671875,813.0481567382812, 838.225341796875,17.80295828617258,825.3939208984375,812.8049926757812, 837.98291015625,17.803476186647078,825.63671875,813.0481567382812, 838.225341796875,17.80295828617258,8.0, 18.0

extraInfo
participant,2
group,B
session,02
date,2022-12-06_10h53.40.329
expName,AssociativeLearning_v2
psychopyVersion,2022.1.4
frameRate,None
﻿Label,Target,Shape,CorrectAnswer,n,ITI_text.started_mean,ITI_text.started_raw,,ITI_text.started_std,ITI_text.stopped_raw,,practice_feedback_text.started_mean,practice_feedback_text.started_raw,,practice_feedback_text.started_std,practice_feedback_text.stopped_raw,,practice_resp.corr_mean,practice_resp.corr_raw,,practice_resp.corr_std,practice_resp.keys_raw,,practice_resp.rt_mean,practice_resp.rt_raw,,practice_resp.rt_std,practice_resp.started_mean,practice_resp.started_raw,,practice_resp.started_std,practice_resp.stopped_raw,,practice_target_label.started_mean,practice_target_label.started_raw,,practice_target_label.started_std,practice_target_label.stopped_mean,practice_target_label.stopped_raw,,practice_target_label.stopped_std,practice_target_label_valence.started_mean,practice_target_label_valence.started_raw,,practice_target_label_valence.started_std,practice_target_label_valence.stopped_mean,practice_target_label_valence.stopped_raw,,practice_target_label_valence.stopped_std,practice_target_plus.started_mean,practice_target_plus.started_raw,,practice_target_plus.started_std,practice_target_plus.stopped_mean,practice_target_plus.stopped_raw,,practice_target_plus.stopped_std,practice_target_shape.started_mean,practice_target_shape.started_raw,,practice_target_shape.started_std,practice_target_shape.stopped_mean,practice_target_shape.stopped_raw,,practice_target_shape.stopped_std,order,
£50,HighReward,HighReward,Yes,2.0,1552.3017578125,1537.3548583984375, 1567.248779296875,21.13819418371564,, ,1552.9656982421875,1538.03173828125, 1567.899658203125,21.11980871669459,, ,0.5,1.0, 0.0,0.7071067811865476,'n', 'm',1.0177834033966064,1.2123688459396362, 0.8231980204582214,0.27518532973787807,1551.2672119140625,1536.1229248046875, 1566.4114990234375,21.41725622255016,, ,1551.2672119140625,1536.1229248046875, 1566.4114990234375,21.41725622255016,1551.4134521484375,1536.2681884765625, 1566.5587158203125,21.418637290482167,1551.2672119140625,1536.1229248046875, 1566.4114990234375,21.41725622255016,1551.4134521484375,1536.2681884765625, 1566.5587158203125,21.418637290482167,1551.2672119140625,1536.1229248046875, 1566.4114990234375,21.41725622255016,1551.4134521484375,1536.2681884765625, 1566.5587158203125,21.418637290482167,1551.2672119140625,1536.1229248046875, 1566.4114990234375,21.41725622255016,1551.4134521484375,1536.2681884765625, 1566.5587158203125,21.418637290482167,6.0, 19.0
